bootstrap_draw,E,A,B,alpha,beta
212,1.6898275339466815,0.35393118542927376,1.2403157437606356,0.3400169316379504,0.27987008554408077
213,1.6898096917252536,0.35401196566024407,1.2402684810667692,0.3399525840357319,0.2799017373077741
214,1.6897442189765668,0.3540098323332641,1.2403004395474924,0.33994882875803945,0.27986202988093134
215,1.6897262230882704,0.35402025459783587,1.2403713062637474,0.33995036444215937,0.2798635032769297
216,1.6897150965099133,0.3540152150261784,1.240341846567694,0.33994885257853324,0.2798497868860296
217,1.6897938575886648,0.3539644064467373,1.2403482061014184,0.3399902649159045,0.2798738692875835
218,1.6897272537184316,0.35394375770869463,1.240380830079873,0.34000205594090627,0.2798260029023504
219,1.6897566968817779,0.3540049396899787,1.2402905275519,0.3399647290467201,0.2798690486949911
220,1.6898587974723605,0.35392979337927494,1.2402775319797357,0.340018779785756,0.2798835994547338
221,1.689852720189504,0.353941164377548,1.2402801248228867,0.34000660762208246,0.279888081338459
222,1.6898273447414558,0.3539427863562459,1.240401975904936,0.3400130439917394,0.27989399580557284
223,1.6896903040726623,0.3539901385114857,1.240406318479293,0.3399664215259181,0.27982637633037216
224,1.689722629841614,0.3540299704186945,1.2403255894838763,0.3399327591996436,0.2798589530872419
225,1.6898120199114828,0.35401284817413486,1.2403062838147783,0.3399551632498976,0.2799074756109276
226,1.6896836206173411,0.35404998710970825,1.2403447294340293,0.3399193014484773,0.27984954657794775
227,1.6897387264483044,0.35399591260177277,1.2403288694218706,0.3399602185822297,0.279850904971182
228,1.6897587746972957,0.3540375409597777,1.240304509230703,0.3399352939504293,0.27988562833157454
229,1.6897615098876537,0.3539924358892699,1.2403895661173285,0.33996067971733374,0.27987449130259023
230,1.6898271966526166,0.35396565581036066,1.2402521480794566,0.33999115745642833,0.27988185182619
231,1.6897721994891381,0.3539417065051563,1.2403357320785577,0.34000722741476425,0.2798472715056768
232,1.6898444312692789,0.3539949064981576,1.2402133617357625,0.3399595844951338,0.2799019193904692
233,1.689776842242556,0.35394169102019457,1.2403782560106442,0.340014174912765,0.2798561004264517
234,1.6898436721635088,0.3539856906213636,1.2402466308182287,0.33996766981796467,0.2799042216451656
235,1.6897963345820937,0.3539665955407535,1.240330776723038,0.3399926407532197,0.27987703187178486
236,1.689759410421044,0.35397574201918874,1.2403019591816842,0.33998402072331624,0.27985102392943806
237,1.6896946630334406,0.3540455252803547,1.240366423119391,0.3399314902701299,0.2798577984856733
238,1.6898645000206154,0.3539667164198466,1.2402854991412864,0.3399864873095654,0.27991204641076767
239,1.6898196112487331,0.3539674600202378,1.2402540301953449,0.339992452090839,0.2798754938058964
240,1.6897334346162711,0.35401256088649163,1.2403163450653867,0.3399419040176667,0.2798563295177978
241,1.6898715318322262,0.35397460561866734,1.2402184197625477,0.3399723580295777,0.27991262657851596
242,1.689735184353607,0.35400098254554896,1.2403550974087598,0.3399507685593946,0.27985527783605285
243,1.6897071203630987,0.35402042451508037,1.2403353862892776,0.33995454604862757,0.2798446472082912
244,1.6897176820951458,0.35406323102591386,1.2403049883911552,0.3399169287399001,0.2798703975888544
245,1.6898145816728214,0.3539077497740783,1.2403015450059796,0.34002395044698586,0.2798503991652686
246,1.6898331089628875,0.3540006139891053,1.2402495586066085,0.3399610100519615,0.2799032596599191
247,1.6898727375275873,0.3539373949029336,1.2403169925142512,0.3400169064900172,0.279906301697697
248,1.68983640978187,0.3539487586610096,1.2402144012532088,0.33999923613464794,0.2798703511281664
249,1.6898606014714344,0.35392906134748653,1.2402809054245478,0.34001692637763753,0.2798848449043332
250,1.6898329366172153,0.3539512835226362,1.24027401375394,0.3400005892617582,0.27988018145208066
251,1.689720414748387,0.3539916128833194,1.2403574618522872,0.3399712571847708,0.2798439567011016
252,1.6896981805222828,0.3540338654038367,1.2403610250001094,0.3399240931929982,0.2798512679301331
253,1.6897324947247705,0.35396308798323056,1.2403827165739811,0.33998706458880984,0.27983946172004054
254,1.6897362789218442,0.35406360474658366,1.2402931623738969,0.3399033451148767,0.2798838705685322
255,1.6897253071027611,0.3539655120430031,1.2404073966727327,0.3399841024384414,0.2798394058359164
256,1.6898082590135413,0.35397631226838094,1.240250674946015,0.33998034518160214,0.27987188339257013
257,1.6898410879396955,0.3539280444587595,1.2403268287605622,0.3400228324285806,0.2798816729629189
258,1.6898111802733544,0.3539865991601506,1.2402423786223282,0.33996756961525226,0.27987998522652047
259,1.689808989913569,0.3539513591051048,1.2403497870433078,0.34000757789933694,0.27987482498987837
260,1.689588682367865,0.3540532248788228,1.2403957260671319,0.3399259145364003,0.27979820393873
261,1.689774735352595,0.3540133968930531,1.2403538844260693,0.3399501200471143,0.27989274309532614
262,1.689824744670377,0.3539245683603337,1.2403036533991643,0.3400084482882686,0.2798628631848588
263,1.6899048547296012,0.35390118840587637,1.2402885764062221,0.34003109920792257,0.2799034773377872
264,1.6897935995214528,0.353925226285294,1.2403995688189893,0.34003061064085155,0.2798648254498632
265,1.6898593257981287,0.35393075127835477,1.2403438844375951,0.34001543213696717,0.2798996140544321
266,1.6898119256222468,0.3539241514999942,1.240341517532929,0.34001615895696885,0.2798648481776967
267,1.6898196257293014,0.35398718963642506,1.2403007789985636,0.33997204883465515,0.27989607447874343
268,1.6897629267468717,0.353981223268565,1.240281935566738,0.3399664059648928,0.2798549898514954
269,1.6897392012474388,0.3540467601240105,1.240351227666438,0.3399217519891302,0.2798829220532357
270,1.6898317716689877,0.35398030713360706,1.240273984355422,0.3399685589246137,0.27989589360132777
271,1.6899458040457331,0.3539159107378566,1.240159771326586,0.34003829993572326,0.27991385569135396
272,1.6898880170271466,0.3539574937852725,1.240231856079037,0.3399802882172679,0.27991088133575304
273,1.6898420982157605,0.3539717529611519,1.2402702579632932,0.3399797832314306,0.2798987965261613
274,1.6897335072850652,0.35404670676253863,1.2403395776450608,0.3399203566496276,0.2798823226011633
275,1.6897554508879946,0.35397310183832725,1.2403851697282107,0.3399828626097308,0.27985986303707894
276,1.6897373383172372,0.3540092965918152,1.240302350222385,0.3399504400772427,0.2798569497313219
277,1.689741235513774,0.35400625383156614,1.2403058584272182,0.33995819149705264,0.2798582452502579
278,1.6898883817760009,0.3539830975583414,1.2402670860718255,0.339970716944867,0.27993129351525936
279,1.6897687059636222,0.353963354063775,1.2402894475992705,0.3399865406515822,0.27984777268704114
280,1.6897794392747378,0.35396948764822067,1.2403849952294974,0.3399882548564866,0.2798742911295249
281,1.6898187857405162,0.3539758877132679,1.240323522010698,0.339987211296416,0.2798930563208934
282,1.6898138067198407,0.35393806341257583,1.240306760770545,0.3400067904339834,0.27986446143771515
283,1.6897115539020215,0.3540104970540646,1.2403660627783677,0.3399512026240308,0.2798480174163399
284,1.6897935406054423,0.353998164845041,1.2403586352564797,0.3399568553199689,0.27989166363600504
285,1.6898251344663313,0.3539845188728452,1.2403131281255964,0.3399677454765647,0.2798978231215006
286,1.6898219351332622,0.35397219999267027,1.2402820802468422,0.3399910275157061,0.2798868878910519
287,1.6897452560853035,0.35396037867346825,1.2403981105468829,0.3399994957471726,0.279848818204046
288,1.689797883113776,0.3539198494621214,1.24036347392563,0.34001857340275976,0.2798518278928922
289,1.6897805663114227,0.3540222973932242,1.240237283504493,0.3399540323479991,0.27987708023138286
290,1.6897530937582743,0.35397056130594656,1.2403676960551382,0.33999015986779435,0.2798534167790457
291,1.6897183880689013,0.3540193543454753,1.2403642891762754,0.33995332919186994,0.2798592296340474
292,1.689759363110652,0.35392493410820647,1.2404047352857321,0.34001968622551665,0.27983731936632716
293,1.6898956646846612,0.35398203466162226,1.2402017156475393,0.33996907587916,0.27992189350524266
294,1.6897386535464736,0.35395566518268035,1.2403804717847426,0.3400025500266985,0.27983749767051647
295,1.6897665196286016,0.35395489016416576,1.2403903319155074,0.33999082795383895,0.2798610859760122
296,1.6897869223278184,0.35403406915120733,1.2402659712394275,0.33993394546594763,0.2798994064236936
297,1.6898557904392875,0.35398942164345537,1.240204026256902,0.3399648375342632,0.2799037546954415
298,1.689842815466858,0.3540141042063343,1.2402560900220818,0.33993809951327447,0.2799149459884367
299,1.689783706587253,0.35393756826067907,1.2403835466473874,0.3400121106880255,0.279856124893606
300,1.6897623246407023,0.3539857486412834,1.2403244815973125,0.33998022048073806,0.27985892279996905
